date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
10/29/2024,"Power Snatch 5x2","Power Snatch for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps",205,"205","Load","Power Snatch","[{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":205}]","",RX,PR
10/29/2024,"CFM 10.29.2024","1200m run9 Power Snatches1200m run15 Power Snatches1200m run21 Power SnatchesM:155     W:103",1722,"28:42","","","[{""secs"":42,""mins"":28}]","",RX,
11/04/2024,"DT","Five rounds of:•155/105 pound Deadlift, 12 reps•155/105 pound Hang power clean, 9 reps•155/105 pound Push jerk, 6 repsPOST WOD - 5x5Single Arm DB Bench PressSingle Arm DB Bent Over Rows",563,"9:23","","","[{""secs"":23,""mins"":9}]","",RX,PR
11/14/2024,"Running Intervals","Take 5-10 minutes to warmup with some easy jogs and dynamic movementsthen,8 Sets:400m Run (at goal 5k pace)400m Jog Recovery3:00 Walk After 8th Jog Recovery4 Sets:200m Run (1 Mile PR Pace)200m Jog Recovery3:00 Walk After 4th Jog Recovery",0,"half the wor","Other / Text","","[{""other"":""half the work ish""}]","Suck at running these days and need to build up so hornback and I can run over yall at circus",SCALED,
11/15/2024,"Rowing Intervals","3 Sets:2000m Row (5k Pace)1:00 Rest500m Row (5k Pace -5-10sec/500)2:00 Rest",0,"check","Other / Text","","[{""other"":""check""}]","",RX,
11/15/2024,"SHSPU","10:00 EMOM3-12 Reps*Should be at least doubling your 2:00 SHSPU AMRAP from last week(if you got 50 reps last week, goal would be to do 10x10)",0,"0","Reps","","[{}]","Strict db press @ 55",SCALED,
11/18/2024,"Heavy CTB Helen","3 RFT:400m Run21 KB Swings (70/55)12 CTB Pullups",809,"13:29","","","[{""secs"":29,""mins"":13}]","",RX,
11/19/2024,"Long Run","10:00 Easy Jog Warmup2:00 Rest8 Sets:1:00 Run (5k Mile Pace + 1:00)1:00 Jog Recovery2:00 Rest5:00 Easy Jog Cool Down",0,"done","Other / Text","","[{""other"":""done""}]","",RX,
11/20/2024,"DU/DP","7:00 AMRAP35 Double Unders5 Devils Press (50s/35s)",6,"6","Rounds + Reps","","[{""rnds"":6}]","Tied my old score 🥹",RX,
11/22/2024,"Open 16.3 + 1RM","7:00 AMRAP10 Power Snatches  (75/55)3 Bar Muscle Upsfrom 7:00-12:00Build to a 1RM Hang Snatch",5.005,"5+5","Rounds + Reps","","[{""rnds"":5,""reps"":5}]","No max, wrist is sprained still",SCALED,
11/22/2024,"Rowing Challenge","22:00 AMRAP250/200m Row*10 Burpees for each second above your given pace.*You must row 5 seconds faster than your 5k pace. Ie if you rowed a 2:00 pace for 5k you must row 1:55.0-1:55.9 (this is going to force you to finish your sets....if you coast and your time is 1:56.0+ you are penalized). You must do your burpees before you can do another row *Set your monitor to 250/200m intervals with unlimited rest. Rest as needed between sets. Your goal is to get as many sets of 250/200m as you can without getting any penalties. Score is the number of sets you get in.",14,"14","Reps","","[{""reps"":14}]","",RX,
12/02/2024,"Back Squat/Front Squat","Every 2:00 x 6 Sets:2 Back Squats (95%)1:00 RestEvery 2:00 x 6 Sets:2 Front Squats (95%)*Depending on how this cycle has been going for you, the goal is it get at least 1-3 sets at 95% for a double today. That means you need to start AT LEAST at 85% (ideally 90%).",315,"315","Load","","[{""success"":true,""load"":315},{""success"":true,""load"":225}]","",RX,
12/03/2024,"RMU","a. 12:00 EMOM25% of Max Effort Set*if you miss a round, rest a minute and keep going. Must get 12 total sets*No RMU, use the Strict Chinups from 1/18b. Accumulate 30 Bottom of Ring Dip Swings",0,"3","Other / Text","","[{""other"":""3""}]","4-4-4-4-4-4-0-3",SCALED,
12/06/2024,"Rowing","1600m (+10-15) + 400m (Max Effort)2:00 Rest1200m (+10-15) + 300m (Max Effort)2:00 Rest800m (+10-15) + 200m (Max Effort)2:00 Rest400m (+10-15) + 100m (Max Effort)3:00 Easy Bike Cool Down",0,"done","Other / Text","","[{""other"":""done""}]","",RX,
12/06/2024,"Back Squat/Front Squat","Been seeing some big time squats. If you’re feeling good and are ready to PR make it happen today! Every 2:00 x 6 Sets:1 Back Squats (97.5%)1:00 RestEvery 2:00 x 6 Sets:1 Front Squats (97.5%)",375,"375","Load","","[{""success"":true,""load"":375},{""success"":true,""load"":275}]","",RX,
12/07/2024,"CFM 12.07.2024","3 min row, rest 1 min3 min T2B, rest 1 min3 min wall balls, rest 1 min3 min power cleans, rest 1 min3 min ring MUW:93     M:135*this is a time priority version of Open WOD 23.1",211,"211","Reps","","[{""reps"":71},{""reps"":48},{""reps"":54},{""reps"":27},{""reps"":11}]","",RX,
12/17/2024,"Open 18.2","1-2-3-4-5-6-7-8-9-10 reps for time of:•Dumbbell squats•Bar-facing burpeesRx:Men use 50-lb. dumbbellsWomen use 35-lb. dumbbellsScaled:Men use 35-lb. dumbbells,stepping burpees allowedWomen use 20-lb. dumbbells,stepping burpees allowedTime cap: 12 minutes to complete 18.2 and 18.2aView full scaling details and movement standards at: https://games-assets.crossfit.com/18_2_15_aosi89035aiwSDOFIHhawe.pdf",713,"11:53","","","[{""secs"":53,""mins"":11}]","",RX,PR
12/17/2024,"Pause Back Squat 10x1","Every 90 seconds for 10 Rds1 Pause Back Squat",315,"315","Load","Back Pause Squat","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":315}]","",RX,
12/18/2024,"CFM 12.18.2024","33 min AMRAP12 cal row18 push-ups10 cal bike8 DB deadlifts*this workout is written for a friends brother, please honor this workout as you would any other hero workout",9,"9","Rounds + Reps","","[{""rnds"":9}]","",RX,
12/20/2024,"CFM 12.20.2024","15 Front Squats (95/63)30 Toes-to-bar15 Thrusters (95/63)- rest 1 minute -15 Front Squats (115/83)30 C2B Pull-ups 15 Thrusters (115/83)",717,"11:57","","","[{""secs"":57,""mins"":11}]","",RX,
12/20/2024,"Pause Front Squat 10x1","Every 90 seconds for 10 Rds1 Pause Front Squat",265,"265","Load","Front Pause Squat","[{""success"":true,""load"":0},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":265}]","",RX,
12/26/2024,"PC + HPC","Every 2:00 x 5 Sets:1 Power Clean + 1 Hang PC (80%)",225,"225","Load","","[{""success"":true,""load"":225}]","",RX,
12/26/2024,"Clean Shrug Pulls","Every 3:00 x 3 Sets:3 Reps (95% of 1RM Clean)Be explosive when you get to mid thigh.",255,"255","Load","","[{""success"":true,""load"":255}]","",RX,
12/27/2024,"Ski 1000m","Ski 1000m",195,"3:15","","","[{""secs"":15,""mins"":3}]","",RX,PR
12/27/2024,"Pause Back Squat 5x5","Pause Back Squat for load: #1:  5 reps #2:  5 reps #3:  5 reps #4:  5 reps #5:  5 reps",255,"255","Load","Back Pause Squat","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":255},{""success"":false,""load"":255}]","",RX,PR
12/27/2024,"SKILL 12.27.2024","EMOM-81,2, or 3 ring MU**sub jumping ring MU or ring dips",24,"24","Reps","","[{""reps"":24}]","",RX,
12/28/2024,"CFM 12.28.2024","5 Rounds400m run50 Double Unders10 C2B Pull-ups",1133,"18:53","","","[{""secs"":53,""mins"":18}]","",RX,
12/28/2024,"Saturday EMOM","21:00 EMOMMin 1: 15/10 Cal Bike Erg (sub 50 sec)Min 2: 15/10 Cal Ski Erg (sub 50 sec) Min 3: 15 Chest to Bar PullupsBike is intentionally placed after the CTB to give your arms a bit of a ""break."" Lets get some butterfly volume in today!Stimulus:Looking to choose a calorie on the bike and ski that will allow for 8-90% effort and still go sub 50 seconds. Ideally, would like you to choose a pullup bar rep scheme and type that is allowing for 1 set for most rounds. I am okay with 2 sets towards the end, but if you are doing 3 then you chose a number that was away too high.",0,"10","Other / Text","","[{""other"":""10""}]","151510",SCALED,
01/02/2025,"Climb-Lift-Jump","10;00 AMRAP 1 Legless Rope Climb5 Sandbag to Shoulder (150/100lb)10 Box Jump Overs (30/24"")This one is going to require a lot of power out put for 10 consistent minutes. Feel things out rounds 1 and 2 and go from thereSubRegular rope climb100/70lb Sandbag24/20"" box*something that is challenging but keeping you moving for a majority of the time!",3.001,"3+1","Rounds + Reps","","[{""rnds"":3,""reps"":1}]","Haven’t done SB cleans in a minute these are hard ",RX,
01/02/2025,"Clean Shrug Pull","Every 3:00 x 3 Sets:3 Reps (100% of 1RM Clean)",285,"285","Load","","[{""success"":true,""load"":285}]","",RX,
01/02/2025,"Hang Power Clean","Every 3:00 x 5 Sets:Build to heavy, but perfect set of 3",235,"235","Load","","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":235}]","",RX,
01/02/2025,"Tech Work","Complete 1 round from high hang then 1 round from hang 5 Shrug Pulls5 High Pulls5 Muscle Clean5 Hang Power Clean",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/03/2025,"Open 18.1","Complete as many rounds as possiblein 20 minutes of:•8 toes-to-bars•10 dumbbell hang clean and jerks•14 / 12-cal. row Rx:Men use 50-lb. dumbbellWomen use 35-lb. dumbbellScaled:Men perform hanging knee-raises, use 35-lb. dumbbellWomen perform hanging knee-raises, use 20-lb. dumbbellFind full scaling options and workout details at: https://games.crossfit.com/workouts/open/2018",313,"313","Reps","","[{""reps"":313}]","",RX,PR
01/03/2025,"DB Power Snatch","Every 3:00 x 3 Sets:3 DB Power Snatch/arm *as heavy as possible! Alternate arms for 6 total reps. No TnG allowed",120,"120","Load","","[{""success"":true,""load"":100},{""success"":true,""load"":110},{""success"":true,""load"":120}]","",RX,
01/03/2025,"Hang Power Snatch","Every 3:00 x 4 Sets:Build to heavy, but perfect set of 3",175,"175","Load","","[{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":175}]","",RX,
01/03/2025,"Warmup","Weakness Work then,8:00 Moderate AMRAP20sec Machine of Choice (increase intensity each round)6 Box Jumps with Step Down8 Side Plank Leg Raises/side5 R Arm DB Snatch into 5 OH Lunges (then repeat with L Arm)Tech Work:2 Rounds5 Hang Shrug Pull5 Hang High Pull5 Muscle Snatch5 OHS5 Hang Power Snatch",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/04/2025,"Chest to bar build","12:00 AMRAP10 Cal Ski10 Unbroken Chest to Bar Pullups100m RunStrong and steady! Pullups must be unbroken today, so pick something very manageable...use the run as a bit of a recovery becuase the ski isnt going to make those pullups any easier",6,"6","Rounds + Reps","","[{""rnds"":6}]","",RX,
01/04/2025,"Rope in a partner!","Optional extra piece depending on how youre feeling today.14:00 AMRAP100 Cal Row75 Wall Balls (20/14)50 Hang Power Cleans (135/95lb)25 Deficit Kipping HSPU (4"")Team of 2 broken up however! Can you get into round 2?? If so..how far on that row?",1.072,"1+72","Rounds + Reps","","[{""rnds"":1,""reps"":72}]","",RX,
01/07/2025,"CFM 1.07.2025","3 Rounds800m run10 strict dips20 V-ups",1052,"17:32","","","[{""secs"":32,""mins"":17}]","",RX,
01/07/2025,"Front Squat 3x10","Front Squat for load: #1: 10 reps #2: 10 reps #3: 10 reps",185,"185","Load","Front Squat","[{""success"":true},{""success"":true},{""success"":true,""load"":185}]","",RX,
01/09/2025,"Snatch 6x6","Every 2 min for 6 Rounds6 Snatches*choose Squat or power**Use the same weight for all 6 sets (~65%)",135,"135","Load","Snatch","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":135}]","",RX,
01/10/2025,"CFM 1.10.2025","10 min AMRAP2 shuttle runs2 toes-to-bar2 wall walks4 shuttle runs4 toes-to-bar4 wall walks... continue adding 2 reps each round until time expires",82,"82","Reps","","[{""reps"":82}]","",RX,
01/10/2025,"Push Press 3x8","E2MOM8 Push Press",205,"205","Load","Push Press","[{""success"":true},{""success"":true},{""success"":true,""load"":205}]","",RX,
01/10/2025,"Shoulder Press 5x3","E2MOM3 Shoulder Press",185,"185","Load","Shoulder Press","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":185}]","",RX,
01/11/2025,"CFM 1.11.2025","""321 Go""PODIUM launched on 9/1/20219+1+2+0+2+1 = 15 So, on a 15-minute clock, complete the following: 300 double unders20 bar muscle ups1 rep max clean",295,"295","Load","","[{""success"":true,""load"":295}]","",RX,
01/13/2025,"CFM 1.13.2025","5 Rounds200m run3-6-9-12-15 C2B Pull-ups*3 chest-to-bar pull-ups Round 1, 6 Round 2, ...9,12,15",484,"8:04","","","[{""secs"":4,""mins"":8}]","",RX,
01/13/2025,"Snatch 7x5","Every 1:45 for 7 Rounds5 Snatches*choose Squat or Power**same weight for all 7 sets (~65% + 5-10#)",115,"115","Load","Snatch","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":115}]","",RX,
01/14/2025,"CFM 1.14.2025","For time, partitioned any way:20 muscle-ups60 cal bike80 cal row100 wall balls",1355,"22:35","","","[{""secs"":35,""mins"":22}]","",RX,
01/18/2025,"Snatch 8x4","Every 1:30 for 8 Rounds4 Snatches*choose Squat or Power**same weight for all 7 sets (~65% + 10-20#)",155,"155","Load","Snatch","[{""success"":true,""load"":155}]","",RX,
01/18/2025,"CFM 1.18.2025","500m row400m run5 Power Cleans- rest 3 min -500m row400m run5 Squat CleansW:153     M:225",238,"3:58","","","[{""secs"":58,""mins"":3},{""secs"":29,""mins"":5}]","",RX,
02/08/2025,"CFM 2.08.2025","40 C2B Pull-ups1200m run20 Ring Muscle-ups",834,"13:54","","","[{""secs"":54,""mins"":13}]","",RX,
02/08/2025,"Push Press 3x10","Push Press for load: #1: 10 reps #2: 10 reps #3: 10 reps",185,"185","Load","Push Press","[{""success"":true,""load"":125},{""success"":true,""load"":155},{""success"":true,""load"":185}]","",RX,
02/10/2025,"CFM 2.10.2025","10 min AMRAP1-3-6-9-12-15 Thrusters10-30-60-90-120-150 Double UndersM:135     W:93",341,"341","Reps","","[{""reps"":341}]","1 thruster in rd 15",RX,
02/10/2025,"Back Pause Squat 5-5-3-3-1-1-1","Back Pause Squat for load: #1: 5 reps #2: 5 reps #3: 3 reps #4: 3 reps #5: 1 rep #6: 1 rep #7: 1 rep",345,"345","Load","Back Pause Squat","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":275},{""success"":true,""load"":305},{""success"":true,""load"":325},{""success"":true,""load"":345}]","",RX,
02/11/2025,"Snatch 6x6","Every 2 min for 6 Rounds6 Snatches* choose Squat or power** Use the same weight for all 6 sets*** 5-10lbs heavier than 1/9/25 (65%+)",115,"115","Load","Snatch","[{""success"":true,""load"":0},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":115}]","",RX,
02/11/2025,"CFM 2.11.2025","5 Rounds20/15 cal row10 toes-to-bar- rest 90 seconds -",59.2,"0:59.2","","","[{""secs"":48,""mins"":0},{""secs"":51},{""secs"":56},{""secs"":1,""mins"":1},{""secs"":20,""mins"":1}]","",RX,
02/12/2025,"SKILL 2.12.2025","EMOM-81-5 Kipping HSPU*abmat, abmat + plate, DB push press",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/12/2025,"CFM 2.12.2025","For time, partition any way40 bar muscle-ups60 cal bike80 cal ski100 wall balls",1314,"21:54","","","[{""secs"":54,""mins"":21}]","",RX,
02/22/2025,"CFM 2.22.2025","2 Rounds200m run20 C2B Pull-ups200m run20 SA DB Thrusters**10R/10L",575,"9:35","","","[{""secs"":35,""mins"":9}]","",RX,
02/22/2025,"Bench Press 10x2","Bench Press 10x2*work up in weight for 5 sets, use the same weight for sets 6-10",245,"245","Load","Bench Press","[{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245}]","",RX,
03/12/2025,"CFM 3.12.2025","18-15-12-9-6Overhead SquatsToes-to-BarW:63     M:95",442,"7:22","","","[{""secs"":22,""mins"":7}]","",RX,
03/12/2025,"Power Clean 7x5","Every 1:45 for 7 Rounds5 Power Cleans*Quick Singles** 65% + 5-10lbs",185,"185","Load","Power Clean","[{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185}]","",RX,PR
03/17/2025,"Pause Back Squat 1x1","20 minutes to work up to a heavy single or 1 RM Pause Back Squat",350,"350","Load","Back Pause Squat","[{""success"":true,""load"":350}]","",RX,PR
03/22/2025,"Run 1 mile","Run 1 mile",375,"6:15","","","[{""secs"":15,""mins"":6}]","",RX,PR
03/22/2025,"Push Jerk 1x1","20 minutes to work up to a heavy single or 1 rep max",315,"315","Load","Push Jerk","[{""success"":true,""load"":315}]","",RX,
03/25/2025,"CFM 3.25.2025","1000m Run200 Air Squats1000m Run",1015,"16:55","","","[{""secs"":55,""mins"":16}]","",RX,
03/25/2025,"Bench Press 3x5","Bench Press for load: #1: 5 reps @ 80% #2: 5 reps @ 80% #3: 5 reps @ 80%",225,"225","Load","Bench Press","[{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225}]","",RX,
03/26/2025,"CFM 3.26.2025","3 Rounds50 Sit-ups25 Pull-ups10 Hang Power CleansW:83     M:135",769,"12:49","","","[{""secs"":49,""mins"":12}]","",RX,
03/26/2025,"Hang Power Clean 3-3-2-2-1-1","Hang Power Clean for load: #1: 3 reps #2: 3 reps #3: 2 reps #4: 2 reps #5: 1 rep #6: 1 rep",295,"295","Load","Hang Power Clean","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":275},{""success"":true,""load"":295}]","",RX,PR
