date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
02/07/2023,"Bench Clusters (Wk 6)","4 Sets:2 Reps15sec rest2 Reps15sec rest2 reps2-3min rest(80-85%)",195,"195","Load","","[{""success"":true,""load"":195},{""success"":true,""load"":195},{""success"":true,""load"":195},{""success"":true,""load"":195}]","",RX,
02/07/2023,"Crossfit.Com","12:00 AMRAP24 DB Power Snatches (50/35)6 Burpee Pullups*pick a pullup bar that is 12 inches above your reach.*I ALMOST scaled this workout up to Burpee BMU, but then I decided that that was being too nice to you guys because that would allow you to go slower. Lets see who can push it today.",6,"6","Rounds + Reps","","[{""rnds"":6,""reps"":0}]","",SCALED,
02/10/2023,"Row/Thruster/CTB","14:00 AMRAP30/24 Cal Row30 Thrusters (75/55)30 Chest to Bar Pullups*Row at a strong pace, but one that is going to allow you to get off the rower and start up on the thrusters within 15 seconds. Yes, the thruster is light. It is meant to make you do more reps than you want to.Scaling:If the CTB is going to hold you back a lot, I want you to pick between:a. 30/24 Cal Row-25 Thrusters-20 CTBb. 30/24 Cal Row-20 Thrusters-10 CTB*pick something that is going to allow you to move at a good clip for all 14 minutes",2.01,"2+10","Rounds + Reps","","[{""rnds"":2,""reps"":10}]","",RX,
02/10/2023,"PC+J","Every 1:30 x 3 Sets:3 Power Cleans + 1 Push Jerk(70-72.5-75%)immediately intoEvery 1:30 x 3 Sets:2 Power Cleans + 1 Push Jerk(77.5-80-82.5%)immediately intoEvery 1:30 x 3 Sets:1 Power Clean + 1 Push Jerk (85-87.5-90%)*percent based off PC*You must drop and reset power cleans, however I want your hands back on the bar as quick as possible*You may drive right into the jerk like last week or reset if needed",240,"240","Load","","[{""success"":true,""load"":185},{""success"":true,""load"":190},{""success"":true,""load"":195},{""success"":true,""load"":205},{""success"":true,""load"":215},{""success"":true,""load"":220},{""success"":true,""load"":225},{""success"":true,""load"":235},{""success"":true,""load"":240}]","",RX,
02/10/2023,"Warmup","10:00 Moderate Pace AMRAP10 Alternating Box Step Ups (24/20"")20sec Handstand Hold10sec Dual KB Front Rack Hold + 5 Front Squats + 10sec Dual KB Front Rack Hold15sec Row Sprint",0,"","Other / Text","","[{}]","",RX,
02/11/2023,"Run/DL/WW/Run","For Time:800m Runthen,5-5-5-5-5 Deadlift (365/255)5-4-3-2-1 Wall Walksthen,800m Run*Deadlift: Scale to 75% of 1RM if you dont think you can do 5s unbroken",920,"15:20","","","[{""secs"":20,""mins"":15}]","Ub DL",RX,
02/13/2023,"Run and Pull","20:00 AMRAP400m Run15 Chest to Bar Pullups*you should be running a pace that allows you to get back into the gym and jump on that bar within 10 seconds tops. I want consistent rounds throughout that allows you to finish hard on the last round.*Scale:Scale reps to something you can go unbroken or 2 sets for most rounds (scale to regular pullups if you need to scale to less than 8)",7,"7","Rounds + Reps","","[{""rnds"":7,""reps"":0}]","Unbroken C2B 😃",RX,
02/13/2023,"Snatch Work","3:00 EMOM2 Hang Power Snatches (75% of 1RM HPS)immediately into3:00 EMOMPower Snatch + Hang Power Snatch (80% of 1RM PS)immediately into5:00 EMOM1 Power Snatch + 1 Snatch *build off of 80% to a heavy set for the dayimmediately into5:00 EMOM1-2 Snatches at 100% of your heavy PS+S(drop and reset if you are able to do 2 reps)*The 1-2 rep option for snatches will be based on your power v. full. If your power is very close to your full snatch, you will likely need to do 1 rep each minute, but if your power snatch is 80-90% of your 1RM snatch, then do 2 reps per minute.",170,"170","Load","","[{""success"":true,""load"":135},{""success"":true,""load"":160},{""success"":true,""load"":160},{""success"":true,""load"":170}]","",RX,
02/14/2023,"40-30-20 x 2","For Time:40yd Back Rack Lunge (135/95)30/24 Cal Fan Bike (echo or assault) 20 RMU (4:00 cap)Rest 5:0040yd Back Rack Lunge (135/95)30/24 Cal Fan Bike (echo or assault) 20 BMU (4:00 cap)*score is total time including rest *Scaling:RMU and BMU: Time scale rather than a rep scale today. You get 4:00 to complete each of these *If no RMU, do strict dips today to work pressing strength. If no BMU, you can choose between strict pullups or jumping BMU",1068,"17:48","","","[{""secs"":48,""mins"":17}]","Scaled 20 step back, back rack lunges 135",SCALED,
02/14/2023,"Bench Clusters (Wk 7)","4 Sets:2 Reps20sec rest2 Reps20sec rest2 reps2-3min rest(82.5-87.5%)",210,"210","Load","","[{""success"":true,""load"":210},{""success"":true,""load"":210},{""success"":true,""load"":210},{""success"":true,""load"":210}]","",RX,
02/14/2023,"Deadlift (Wk 7)","5-5-4-4 Deadlift(72.5-77.5-82.5-85%)*NO DEFICIT this week *double overhand*you can choose to TnG or reset at bottom of each rep",325,"325","Load","","[{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":325}]","",RX,
02/15/2023,"Clean Work","3:00 EMOM2 Power Cleans (75% of 1RM PC-drop and reset)immediately into3:00 EMOM1 Power Clean + 1 Hang Power Clean (80%)immediately into5:00 EMOM1 Power Clean + Clean*build off the 80% to a heavy set for the day (drop and reset between the PC and Clean)immediately into5:00 EMOM1-2 Cleans (100% of your heavy set from the previous EMOM)*just like Monday, the 1-2 reps should be decided based on how you are feeling by the end of this along with how your power clean compares to your full clean",205,"205","Load","","[{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":185},{""success"":true,""load"":185}]","Dropped in weight form was bad",RX,
02/15/2023,"Clean Work","Every 1:30 x 4 Sets:1 Push Press + 1 Split Jerk (90% of your heaviest Push Press + Split Jerk set from last week)Rest an extra minute after set 4 then,Every 2:00 x 4 Sets:1 Pause Jerk Dip + 1 Jerk Drive (100-110% of 1RM Jerk)***Rest an extra minute after set 4 then,Every 2:00 x 4 Sets:1-2 Jerks (90% of heaviest set from last weeks split jerk EMOM)*pick 1 or 2 reps based on how you are feeling today ***Pause jerk dip-pause bottom of dip for 1 full secondJerk Drive-dip (no pause) and drive the bar up like you are going to do a jerk to about chin or eye height Goal is to have your pause dip and the dip of your jerk drive look the exact same as far as positioning goes (and then we apply that same look to our split jerks)",240,"240","Load","","[{""success"":true},{""success"":true},{""success"":true,""load"":240}]","",SCALED,
02/15/2023,"Warmup","3 Rounds unbroken20sec Front Plank20sec Right Side Plank20sec Front Plank20sec Left Side Plank2 Rounds10 Single Arm KB Push Press (R)10 Single Arm OH Walking Lunges (R)10 Single Arm KB Push Press (L)10 Single Arm OH Walking Lunges (L)2 Rounds5 Pause Goblet Squats (1sec pause, explode up)5 Tall Power Cleans3 Max Distance Broad Jumps",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/17/2023,"Open 23.1","14:00 AMRAP60 Cal Row50 TTB40 Wall Balls (20/14 to 10/9’)30 Power Cleans (135/95)20 RMU",840,"14:00","","","[{""secs"":0,""mins"":14}]","1877 RMUFood poisoning, first time puking after workoutRedid Sunday14 RMU improved tiebreak by 130",RX,
02/18/2023,"Deficit Heavy Diane","21-15-9Deadlifts (315)Deficit HSPU (4/2"")[8:00 Cap]*Scaling: Deadlift: You should have the ability to do 15+ unbroken TnG with your weight today. HSPU: You should be able to do 15+ reps unbroken when fresh. You can scale by taking away the deficit. If you dont you think you can get into the set of 9s when the time cap hits, you need to scale reps (15-12-9 or 12-9-6)",346,"5:46","","","[{""secs"":46,""mins"":5}]","RX scaled to 12-9-6Happy with my scaled choice this was the right stimulus ",SCALED,
02/21/2023,"Snatch/RMU","10-8-6-4-2Snatch (185/125)RMU*you may power the snatches if ableScaling:Snatch: 85-90% of 1RM Power SnatchRMU: Pick a starting number that you can do in 2-3 sets and then descend from there. No RMU yet? Were going to have you do Strict pullups and strict ring dips today.",656,"10:56","","","[{""secs"":56,""mins"":10}]","90# DB snatch",SCALED,
02/24/2023,"23.2 A","23.2A:Complete as many reps as possible in 15 minutes of:5 burpee pull-ups10 shuttle runs (1 rep = 50 ft)*Add 5 burpee pull-ups after each round.",138,"138","Reps","","[{""reps"":138}]","Hips got tight.  Round of 25 it gets real",RX,
02/24/2023,"23.2 B","23.2B:Immediately following 23.2A, athletes willhave 5 minutes to establish:1-rep-max thruster (from the floor)",207,"207","Load","","[{""success"":true,""load"":207}]","Failed jump at 227.  My score here isn’t that good so don’t let that deter you.  I think lots of you will be over 245 at least",RX,
03/01/2023,"Ski/DP","8 Sets:In 1:0010/7 Cal Skiwith time remaining, Max Devils Press (50/35)1:00 Rest between sets*This is going to force you to push the Ski HARD. You need to get your mind right before you start this one. Score is total repsScaling: You absolutely need to be able to get the Cal Ski done in 30sec or less every round.",56,"56","Reps","","[{""reps"":56}]","10 ass bike",SCALED,
03/08/2023,"Skill and Strength","12:00 EMOMMin 1) 2-8 Wall Facing SHSPUMin 2) 2-8 Strict Chin Up Chest to Bar (use band if needed)Min 3) 25-50 HSW (or 2-3 WW)-add obstacle if able Min 4) 1-3 Backwards Roll to Support on Pullup BarWall Facing SHSPU: Add deficit if able to do 8 reps easily. Scale to Box SHSPU if unable to get 2 repsFor backwards roll to support, give it a shot. Dont just skip it if you plan to do this emom.",0,"0:00","","","[{""secs"":0,""mins"":0}]","44252",RX,
03/18/2023,"INDIVIDUAL QUARTERFINALS TEST 3","5 rounds for time:5 burpee box jump-overs1 clean and jerk*Add 1 clean and jerk after each round.♀ 185-lb clean and jerks, 24-in box♂ 275-lb clean and jerks, 30-in boxTime cap: 10 minutes",600,"10:00","","","[{""secs"":0,""mins"":10}]","Round of 3 jerks at 275",RX,
03/18/2023,"INDIVIDUAL QUARTERFINALS TEST 4","20-minute AMRAP:1,000-meter row50 GHD sit-ups500-meter row25 V-ups",2,"2","Rounds + Reps","","[{""rnds"":2}]","",RX,
03/19/2023,"INDIVIDUAL QUARTERFINALS TEST 5","21 deadlifts, weight 1 (lightest)21 chest-to-bar pull-ups15 deadlifts, weight 215 bar muscle-ups9 deadlifts, weight 3 (heaviest)9 rope climbs, 15 ft♀ 155, 185, 205 lb♂ 225, 275, 315 lbTime cap: 15 minutes",627,"10:27","","","[{""secs"":27,""mins"":10}]","",RX,
03/22/2023,"CFM 3.22.2023","10 min AMRAP10 sit-ups10 double unders10/7 cal bike20 sit-ups20 double unders10/7 cal bike *add 10 reps to sit-ups and double unders each round",5.015,"5+15","Rounds + Reps","","[{""rnds"":5,""reps"":15}]","",RX,
03/22/2023,"Deadlift 3x10","Deadlift 3x10*Same weight for all 3 sets**Week 3 of 4, add a little weight from last week",335,"335","Load","Deadlift","[{""success"":true,""load"":335},{""success"":true,""load"":335},{""success"":true,""load"":335}]","",RX,
03/24/2023,"CFM 3.24.2023","5 Rounds5 strict HSPU10 toes-to-rings15 wall balls- rest 4:00 -5 Rounds5 toes-to-rings10 wall balls15 push-ups",988,"16:28","","","[{""secs"":14,""mins"":9},{""secs"":14,""mins"":7}]","",RX,
03/25/2023,"CFM 3.25.2023","2 Rounds1 mile run50 burpees50 DB step-ups50/40 cal ski",2405,"40:05","","","[{""secs"":5,""mins"":40}]","",RX,
03/27/2023,"CFM 3.27.2023","60/50 cal row30 DB thrusters30/20 Bar MUW:2x35#   M:2x50#",606,"10:06","","","[{""secs"":6,""mins"":10}]","",RX,
03/28/2023,"CFM 3.28.2023","30/30 for 30 min1) Farmers Carry2) Bike3) Lateral Plate hops4) Push-ups5) V-ups or Alt V-ups",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
03/30/2023,"CFM 3.30.2023","4 Rounds800m run30 wall balls50ft HS Walk**sub 5 wall walks",1717,"28:37","","","[{""secs"":37,""mins"":28}]","",RX,
03/31/2023,"Deadlift 3x10","Deadlift 3x10*Same weight for all 3 sets**Week 4 of 4, add a little weight from last week",350,"350","Load","Deadlift","[{""success"":true,""load"":350},{""success"":true,""load"":350},{""success"":true,""load"":350}]","",RX,
03/31/2023,"CFM 3.31.2023","12 min AMRAP10/7 cal row15 Russian KB Swings200m run",5.019,"5+19","Rounds + Reps","","[{""rnds"":5,""reps"":19}]","5 rounds 10 cal9 swings",RX,
04/05/2023,"CFM 04.05.2023","3 Rounds500/400m row21 bar facing burpees400m run21 thrusters (95/63)",1511,"25:11","","","[{""secs"":11,""mins"":25}]","🤧 ",RX,
04/06/2023,"CFM 04.06.2023","5 min AMRAP30 Double Unders5 Power Cleans- rest 2:00 - 5 min AMRAP30 Double Unders5 Power Cleans",444,"444","Reps","","[{""reps"":238},{""reps"":206}]","",RX,
04/06/2023,"Power Clean 7x2","Power Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps #6: 2 reps #7: 2 reps",255,"255","Load","Power Clean","[{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":235},{""success"":true,""load"":245},{""success"":true,""load"":255},{""success"":true,""load"":255},{""success"":false,""load"":255}]","",RX,
04/08/2023,"CFM 4.08.2023","3 Rounds15 Deadlift (275/183)20/15 cal Ski25 SA Devils Press30/25 cal Bike- rest 3:00 -",358,"5:58","","","[{""secs"":58,""mins"":5},{""secs"":38,""mins"":6},{""secs"":54,""mins"":6}]","Total time 25:33",RX,
04/10/2023,"CFM 4.10.2023","12 min AMRAP8 DB hang clean & jerks (R)8 OH walking lunge steps (R)8 DB hang clean & jerks (L)8 OH walking lunge steps (L)40 lateral jumps over DB",5,"5","Rounds + Reps","","[{""rnds"":5,""reps"":0}]","🥴",RX,
04/10/2023,"Back Squat 10x2","EMOM-102 Back Squat*Week 2 of 4** Use the same weight for all 10 sets",225,"225","Load","Back Squat","[{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225}]","",RX,
04/11/2023,"CFM 4.11.2023","5 Rounds600m run5 Push PressW:113     M:185*We are looking for heavier PUSH PRESS today. No re-bend of the knees. No Push Jerks.",1040,"17:20","","","[{""secs"":20,""mins"":17}]","",RX,
04/11/2023,"Shoulder Press 5x8","Shoulder Press for load: #1: 8 reps #2: 8 reps #3: 8 reps #4: 8 reps #5: 8 reps*work up to a heavy set of 8",135,"135","Load","Shoulder Press","[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135}]","",RX,
04/12/2023,"CFM 4.12.2023","4 Rounds15 deadlifts12 hang power cleans9 dipsM:135   W:93",488,"8:08","","","[{""secs"":8,""mins"":8}]","Gassed",RX,
04/12/2023,"7x  Power Clean + Hang Power Clean","7x  Power Clean + Hang Power Clean*work up to a heavy set of 2",255,"255","Load","Power Clean","[{""success"":true,""load"":225},{""success"":true,""load"":235},{""success"":true,""load"":245},{""success"":true,""load"":255},{""success"":false,""load"":275},{""success"":false,""load"":275},{""success"":false,""load"":275}]","Hit pc missed hang @ 275",RX,
04/13/2023,"CFM 4.13.2023","2 mile run200 double unders2000m row*our 2 mile course starts with a 200m run and then head out to the mile course and run 2 laps*you can also run 8 laps of our 400m course if you prefer",1512,"25:12","","","[{""secs"":12,""mins"":25}]","",RX,
04/15/2023,"CFM 4.15.2023","3 Rounds20 Strict Pull-ups30 Toes to bar40 Step-upsRun 800 meters",1654,"27:34","","","[{""secs"":34,""mins"":27}]","",RX,
04/17/2023,"CFM 4.17.2023","3 Rounds, rest 3:00 between15 Power Snatches30/20 cal rowM:115   W:83",102,"1:42","","","[{""secs"":42,""mins"":1},{""secs"":32,""mins"":2},{""secs"":40,""mins"":4}]","Crash and burnnnnnnn ",RX,
04/17/2023,"Shoulder Press 6x6","Shoulder Press for load: #1: 6 reps #2: 6 reps #3: 6 reps #4: 6 reps #5: 6 reps #6: 6 reps",145,"145","Load","Shoulder Press","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":145}]","",RX,
04/18/2023,"CFM 4.18.2023","8 min AMRAP8 burpee T2B12 KB swings16/12 cal bike- rest 4 min -8 min AMRAP8 burpee T2B12 KB swings16/12 cal bike",3.005,"3+5","Rounds + Reps","","[{""rnds"":3,""reps"":9},{""rnds"":3,""reps"":1}]","",RX,
04/18/2023,"Back Squat 10x2","EMOM-102 Back Squat*Week 3 of 4** Use the same weight for all 10 sets",245,"245","Load","Back Squat","[{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245}]","",RX,
04/19/2023,"CFM 4.19.2023","2 Rounds100 double unders25 OH Squats50 pull-ups1200m run",1685,"28:05","","","[{""secs"":5,""mins"":28}]","",RX,
04/24/2023,"Back Squat 10x2","EMOM-102 Back Squat*Week 4 of 4** Use the same weight for all 10 sets",275,"275","Load","Back Squat","[{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275},{""success"":true,""load"":275}]","",RX,
04/25/2023,"Shoulder Press 8x4","Shoulder Press for load: #1: 4 reps #2: 4 reps #3: 4 reps #4: 4 reps #5: 4 reps #6: 4 reps #7: 4 reps #8: 4 reps",145,"145","Load","Shoulder Press","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":145}]","",RX,
04/25/2023,"CFM 4.25.2023","800m run- then-5 Rounds15 HSPU50 DU- then -800m run",1169,"19:29","","","[{""secs"":29,""mins"":19}]","",RX,
04/26/2023,"CFM 4.26.2023","Alt Min - 401) 12/9 cal row2) 12/9 cal bike3) 9 Deadlifts + 9 Hang Cleans4) restW:83     M:115",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/27/2023,"CFM 4.27.2023","3 Sets, rest 1:12 Rounds500/400m rowBench PressSet 1: 15 Bench Press @ 135/93Set 2: 12 Bench Press @ 155/103Set 3: 9 Bench Press @ 185/123POST WOD: 3 Rounds1:00 plank hold10/10 DB Rows20 V-ups or Alt V-ups",360,"6:00","","","[{""secs"":37,""mins"":4},{""secs"":52,""mins"":4},{""secs"":31,""mins"":8}]","",RX,
04/28/2023,"CFM 4.28.2023","12 min AMRAP24 DB Snatches6 Burpee Bar MU**Scale to 12 Burpee Pull-ups if needed",4.024,"4+24","Rounds + Reps","","[{""rnds"":4,""reps"":24}]","",RX,
04/28/2023,"Power Clean 7x2","Power Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps #6: 2 reps #7: 2 reps",275,"275","Load","Power Clean","[{""success"":true,""load"":205},{""success"":true,""load"":215},{""success"":true,""load"":225},{""success"":true,""load"":235},{""success"":true,""load"":255},{""success"":true,""load"":265},{""success"":true,""load"":275}]","",RX,
04/29/2023,"CFM 4.29.2023","50 pull-ups- then -10 Rounds10 Thrusters10 Lateral burpees- then -50 cal row",1654,"27:34","","","[{""secs"":34,""mins"":27}]","",RX,
05/01/2023,"CFM 5.01.2023","12 min AMRAP12 Shuttle runs12 Toes-to-bar12 DB Push Jerks*1 shuttle run = 25ft",6.012,"6+12","Rounds + Reps","","[{""rnds"":6,""reps"":12}]","",RX,
05/01/2023,"Shoulder Press 4x10","Shoulder Press for load: #1: 10 reps #2: 10 reps #3: 10 reps #4: 10 reps",115,"115","Load","Shoulder Press","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
05/02/2023,"Front Squat 10x2","Front Squat 10x2* Same weight for all 10 sets** Week 1 of 4",225,"225","Load","Front Squat","[{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":225}]","",RX,
05/02/2023,"CFM 5.02.2023","15 Rounds5 strict pull-ups10/7 cal ski20 air squats",1744,"29:04","","","[{""secs"":4,""mins"":29}]","",RX,
05/03/2023,"CFM 5.03.2023","3 Rounds1 mile run10 muscle-ups**sub 20 dips for 10 MU if neededPOST WOD: 3X1:00 Superman hold10/10 DB Rows30 Deadbugs",1640,"27:20","","","[{""secs"":20,""mins"":27}]","10108-2 RMU",RX,
05/04/2023,"Karen","For time:• 150 Wall Ball shots 20/14#",402,"6:42","","","[{""secs"":42,""mins"":6}]","",RX,PR
05/05/2023,"CFM 5.05.2023","200 DU50 pull-ups100 KB Swings50 burpees200 DU",1200,"20:00","","","[{""secs"":0,""mins"":20}]","",RX,
05/08/2023,"CFM 5.08.2023","8 min AMRAP8 Squat Cleans16 Fr Rack Lunges24 Lateral Jumps*W:63     M:95*Lateral Jumps over barbell",3.001,"3+1","Rounds + Reps","","[{""rnds"":3,""reps"":1}]","",RX,
05/08/2023,"Front Squat 10x2","EMOM-102 Front Squats* Same weight for all 10 sets** Week 2 of 4",235,"235","Load","Front Squat","[{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235}]","",RX,
05/09/2023,"Shoulder Press 5x8","Shoulder Press for load: #1: 8 reps #2: 8 reps #3: 8 reps #4: 8 reps #5: 8 reps*work up to a heavy set of 8",135,"135","Load","Shoulder Press","[{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135}]","",RX,
05/09/2023,"CFM 5.09.2023","3 Rounds, rest 3 min b/t10 Clean & Jerks30/20 Cal BikeM:135    W:93",141.33333333333334,"2:21.33","","","[{""secs"":2,""mins"":2},{""secs"":19,""mins"":2},{""secs"":43,""mins"":2}]","",RX,
05/12/2023,"Amanda","9/7/5 reps of:• Muscle-Ups• Snatch 135/95#",537,"8:57","","","[{""secs"":57,""mins"":8}]","Wednesday workout, taking Friday off for the 🌵 🎮",RX,PR
05/17/2023,"CFM 5.17.2023","3 Rounds30/24 cal row30 push-ups30/24 cal ski60 air squats**air squats must be to a ball or a bench",1365,"22:45","","","[{""secs"":45,""mins"":22}]","",RX,
05/18/2023,"CFM 5.18.2023","8 min AMRAP40 Double Unders16 DB Snatches",6.021,"6+21","Rounds + Reps","","[{""rnds"":6,""reps"":21}]","",RX,
05/18/2023,"7x Hang Snatch + Snatch","7x Hang Snatch + Snatch* Week 3 of 4** Squat or Power, choose 1 and work on it for 4 weeks!*** Sub cleans if you have a shoulder issue",185,"185","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":165},{""success"":true,""load"":165},{""success"":true,""load"":185}]","",RX,
05/19/2023,"CFM 5.19.2023","30/30 for 30 min1) Shuttle runs2) Devils Press3) Bike cals4) Ring MU**alternate rounds of ring rows and matador dips if muscle-ups or jumping muscle ups arent the right scale for you",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
05/20/2023,"HAVANA","Complete as many rounds as possible in 25 minutes of:•150 double-unders•50 push-ups•15 power cleansMen: 185 lb.Women: 125 lb.",3.1,"3+100","Rounds + Reps","","[{""rnds"":3,""reps"":100}]","",RX,PR
05/22/2023,"Front Squat 10x2","EMOM-102 Front Squats* Same weight for all 10 sets** Week 4 of 4",245,"245","Load","Front Squat","[{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":242},{""success"":true,""load"":245}]","",RX,PR
05/22/2023,"CFM 6.22.2023","15-12-9DB Squat CleansBar Muscle-ups",578,"9:38","","","[{""secs"":38,""mins"":9}]","No ⛽️ ",RX,
05/24/2023,"CFM 5.24.2023","5 Rounds2 min on / 2 min off10 deadlifts (225/153)15/12 cal bikemax strict pull-ups*score is max strict pull-ups",56,"56","Reps","","[{""reps"":15},{""reps"":13},{""reps"":10},{""reps"":9},{""reps"":9}]","",RX,
05/26/2023,"Snatch 7x2","Snatch 7x2* Week 4 of 4** Squat or Power, choose 1 and work on it for 4 weeks!*** Sub cleans if you have a shoulder issue",215,"215","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":215},{""success"":false,""load"":225}]","",RX,
05/26/2023,"Bike 5.26.2023","Bike IntervalsE2MOM-16 (8 Rds)20 sec to hit Max Watts* Sprint training is very important to overall athletic development",1550,"1550","Points","","[{""points"":1550},{""points"":1511},{""points"":1336},{""points"":600},{""points"":1131},{""points"":1131},{""points"":1302},{""points"":1233}]","Echo bike",RX,
05/27/2023,"MURPH","• 1 mile Run• 100 Pull-ups• 200 Push-ups• 300 Squats• 1 mile Run",3898,"64:58","","","[{""secs"":58,""mins"":64}]","Unpartitioned 🥴",RX,PR
05/30/2023,"Deadlift 10-8-6-4-2","Deadlift for load: #1: 10 reps #2: 8 reps #3: 6 reps #4: 4 reps #5: 2 reps",405,"405","Load","Deadlift","[{""success"":true,""load"":315},{""success"":true,""load"":335},{""success"":true,""load"":355},{""success"":true,""load"":385},{""success"":true,""load"":405}]","",RX,
05/30/2023,"CFM 5.30.2023","21-15-9Calorie RowClean & Jerk M:95   W:63*Women row cals 18-12-6",452,"7:32","","","[{""secs"":32,""mins"":7}]","",RX,
06/02/2023,"CFM 6.01.2023","1000m run-then-5 Rounds15/10 push-ups20 step back lunges*25 sit-ups-then-1000m run",1024,"17:04","","","[{""secs"":4,""mins"":17}]","",RX,
06/03/2023,"Open 16.5","21-18-15-12-9-6-3 reps for time of:• Thrusters (M:95#, W:65#)• Bar-Facing Burpees",1010,"16:50","","","[{""secs"":50,""mins"":16}]","",RX,PR
06/03/2023,"Thruster 5x3","Thruster for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps*from the ground, build to a heavy set of 3",225,"225","Load","Thruster","[{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":185},{""success"":true,""load"":215},{""success"":true,""load"":225}]","",RX,PR
06/05/2023,"CFM 6.05.2023","Three rounds of:• Row cals • KB Swings• Toes-to-bar• DB Bench Press• Bike calsIn this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round with one-minute of rest before repeating.",286,"286","Reps","","[{""reps"":112},{""reps"":91},{""reps"":83}]","",RX,
06/05/2023,"Deadlift 10-8-6-4-2","Deadlift for load: #1: 10 reps #2: 8 reps #3: 6 reps #4: 4 reps #5: 2 reps",425,"425","Load","Deadlift","[{""success"":true,""load"":315},{""success"":true,""load"":335},{""success"":true,""load"":355},{""success"":true,""load"":405},{""success"":true,""load"":425}]","",RX,PR
06/08/2023,"Overhead Squat 5x5","Overhead Squat for load: #1: 5 reps #2: 5 reps #3: 5 reps #4: 5 reps #5: 5 reps",185,"185","Load","Overhead Squat","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":185}]","",RX,PR
06/08/2023,"CFM 6.08.2023","800m run30 OH Squats (135/93)800m run",554,"9:14","","","[{""secs"":14,""mins"":9}]","12-10-8",RX,
06/09/2023,"CFM 6.09.2023","12-9-6Squat CleansRing MU*Women perform 9-7-5 RMUM:185     W:123",935,"15:35","","","[{""secs"":35,""mins"":15}]","Hard one ",RX,
